,COLUMN_ID,ROW_ID,LABEL
0,1,1,1
1,1,2,1
2,1,3,1
3,1,4,1
4,1,5,1
5,1,6,1
6,1,7,1
7,1,8,1
8,1,9,1
9,1,10,1
10,1,11,1
11,1,12,1
12,1,13,1
13,1,14,1
14,1,15,1
15,1,16,1
16,2,1,1
17,2,2,1
18,2,3,1
19,2,4,1
20,2,5,1
21,2,6,1
22,2,7,1
23,2,8,0
24,2,9,1
25,2,10,0
26,2,11,1
27,2,12,0
28,2,13,1
29,2,14,0
30,2,15,1
31,2,16,0
32,3,1,1
33,3,2,1
34,3,3,1
35,3,4,1
36,3,5,1
37,3,6,1
38,3,7,1
39,3,8,1
40,3,9,1
41,3,10,1
42,3,11,1
43,3,12,1
44,3,13,1
45,3,14,1
46,3,15,1
47,3,16,1
48,4,1,1
49,4,2,1
50,4,3,1
51,4,4,1
52,4,5,1
53,4,6,1
54,4,7,1
55,4,8,0
56,4,9,1
57,4,10,0
58,4,11,1
59,4,12,0
60,4,13,1
61,4,14,0
62,4,15,1
63,4,16,0
64,5,1,1
65,5,2,1
66,5,3,1
67,5,4,1
68,5,5,1
69,5,6,1
70,5,7,1
71,5,8,1
72,5,9,1
73,5,10,1
74,5,11,1
75,5,12,1
76,5,13,1
77,5,14,1
78,5,15,1
79,5,16,1
80,6,1,1
81,6,2,1
82,6,3,1
83,6,4,1
84,6,5,1
85,6,6,1
86,6,7,1
87,6,8,0
88,6,9,1
89,6,10,0
90,6,11,1
91,6,12,0
92,6,13,1
93,6,14,0
94,6,15,1
95,6,16,0
96,7,1,1
97,7,2,1
98,7,3,1
99,7,4,1
100,7,5,1
101,7,6,1
102,7,7,1
103,7,8,1
104,7,9,1
105,7,10,1
106,7,11,1
107,7,12,1
108,7,13,1
109,7,14,1
110,7,15,1
111,7,16,1
112,8,1,1
113,8,2,1
114,8,3,1
115,8,4,1
116,8,5,1
117,8,6,1
118,8,7,1
119,8,8,0
120,8,9,1
121,8,10,0
122,8,11,1
123,8,12,0
124,8,13,1
125,8,14,0
126,8,15,1
127,8,16,0
128,9,1,1
129,9,2,1
130,9,3,1
131,9,4,1
132,9,5,1
133,9,6,1
134,9,7,1
135,9,8,1
136,9,9,1
137,9,10,1
138,9,11,1
139,9,12,1
140,9,13,1
141,9,14,1
142,9,15,1
143,9,16,1
144,10,1,1
145,10,2,1
146,10,3,1
147,10,4,1
148,10,5,1
149,10,6,1
150,10,7,1
151,10,8,0
152,10,9,1
153,10,10,0
154,10,11,1
155,10,12,0
156,10,13,1
157,10,14,0
158,10,15,1
159,10,16,0
160,11,1,1
161,11,2,1
162,11,3,1
163,11,4,1
164,11,5,1
165,11,6,1
166,11,7,1
167,11,8,1
168,11,9,1
169,11,10,1
170,11,11,1
171,11,12,1
172,11,13,1
173,11,14,1
174,11,15,1
175,11,16,1
176,12,1,1
177,12,2,1
178,12,3,1
179,12,4,1
180,12,5,1
181,12,6,1
182,12,7,1
183,12,8,0
184,12,9,1
185,12,10,0
186,12,11,1
187,12,12,0
188,12,13,1
189,12,14,0
190,12,15,1
191,12,16,0
192,13,1,1
193,13,2,1
194,13,3,1
195,13,4,1
196,13,5,1
197,13,6,1
198,13,7,1
199,13,8,1
200,13,9,1
201,13,10,1
202,13,11,1
203,13,12,1
204,13,13,1
205,13,14,1
206,13,15,1
207,13,16,1
208,14,1,1
209,14,2,1
210,14,3,1
211,14,4,1
212,14,5,1
213,14,6,1
214,14,7,1
215,14,8,0
216,14,9,1
217,14,10,0
218,14,11,1
219,14,12,0
220,14,13,1
221,14,14,0
222,14,15,1
223,14,16,0
224,15,1,1
225,15,2,1
226,15,3,1
227,15,4,1
228,15,5,1
229,15,6,1
230,15,7,1
231,15,8,1
232,15,9,1
233,15,10,1
234,15,11,1
235,15,12,1
236,15,13,1
237,15,14,1
238,15,15,1
239,15,16,1
240,16,1,1
241,16,2,1
242,16,3,1
243,16,4,1
244,16,5,1
245,16,6,1
246,16,7,1
247,16,8,0
248,16,9,1
249,16,10,0
250,16,11,1
251,16,12,0
252,16,13,1
253,16,14,0
254,16,15,1
255,16,16,0
256,17,1,1
257,17,2,1
258,17,3,1
259,17,4,1
260,17,5,1
261,17,6,1
262,17,7,1
263,17,8,1
264,17,9,1
265,17,10,1
266,17,11,1
267,17,12,1
268,17,13,1
269,17,14,1
270,17,15,1
271,17,16,1
272,18,1,1
273,18,2,1
274,18,3,1
275,18,4,1
276,18,5,1
277,18,6,1
278,18,7,1
279,18,8,0
280,18,9,1
281,18,10,0
282,18,11,1
283,18,12,0
284,18,13,1
285,18,14,0
286,18,15,1
287,18,16,0
288,19,1,1
289,19,2,1
290,19,3,1
291,19,4,1
292,19,5,1
293,19,6,1
294,19,7,1
295,19,8,1
296,19,9,1
297,19,10,1
298,19,11,1
299,19,12,1
300,19,13,1
301,19,14,1
302,19,15,1
303,19,16,1
304,20,1,1
305,20,2,1
306,20,3,1
307,20,4,1
308,20,5,1
309,20,6,1
310,20,7,1
311,20,8,0
312,20,9,1
313,20,10,0
314,20,11,1
315,20,12,0
316,20,13,1
317,20,14,0
318,20,15,1
319,20,16,0
320,21,1,1
321,21,2,1
322,21,3,1
323,21,4,1
324,21,5,1
325,21,6,1
326,21,7,1
327,21,8,1
328,21,9,1
329,21,10,1
330,21,11,1
331,21,12,1
332,21,13,1
333,21,14,1
334,21,15,1
335,21,16,1
336,22,1,1
337,22,2,1
338,22,3,1
339,22,4,1
340,22,5,1
341,22,6,0
342,22,7,1
343,22,8,0
344,22,9,1
345,22,10,0
346,22,11,1
347,22,12,0
348,22,13,1
349,22,14,0
350,22,15,1
351,22,16,0
352,23,1,1
353,23,2,1
354,23,3,1
355,23,4,1
356,23,5,1
357,23,6,1
358,23,7,1
359,23,8,1
360,23,9,1
361,23,10,1
362,23,11,1
363,23,12,1
364,23,13,1
365,23,14,1
366,23,15,1
367,23,16,1
368,24,1,1
369,24,2,1
370,24,3,1
371,24,4,1
372,24,5,1
373,24,6,0
374,24,7,1
375,24,8,0
376,24,9,1
377,24,10,0
378,24,11,1
379,24,12,0
380,24,13,1
381,24,14,0
382,24,15,1
383,24,16,0
