,COLUMN_ID,ROW_ID,LABEL
0,1,1,
1,1,2,
2,1,3,
3,1,4,
4,1,5,
5,1,6,1.0
6,1,7,1.0
7,1,8,1.0
8,1,9,
9,1,10,
10,1,11,
11,1,12,1.0
12,1,13,
13,1,14,1.0
14,1,15,1.0
15,1,16,
16,2,1,
17,2,2,1.0
18,2,3,1.0
19,2,4,0.0
20,2,5,1.0
21,2,6,0.0
22,2,7,1.0
23,2,8,0.0
24,2,9,
25,2,10,0.0
26,2,11,
27,2,12,0.0
28,2,13,1.0
29,2,14,
30,2,15,1.0
31,2,16,1.0
32,3,1,1.0
33,3,2,
34,3,3,
35,3,4,
36,3,5,
37,3,6,1.0
38,3,7,1.0
39,3,8,1.0
40,3,9,
41,3,10,
42,3,11,
43,3,12,1.0
44,3,13,
45,3,14,1.0
46,3,15,1.0
47,3,16,
48,4,1,
49,4,2,1.0
50,4,3,1.0
51,4,4,0.0
52,4,5,1.0
53,4,6,0.0
54,4,7,
55,4,8,0.0
56,4,9,1.0
57,4,10,0.0
58,4,11,
59,4,12,0.0
60,4,13,1.0
61,4,14,
62,4,15,1.0
63,4,16,1.0
64,5,1,
65,5,2,
66,5,3,
67,5,4,
68,5,5,
69,5,6,1.0
70,5,7,1.0
71,5,8,1.0
72,5,9,
73,5,10,
74,5,11,
75,5,12,1.0
76,5,13,1.0
77,5,14,1.0
78,5,15,1.0
79,5,16,
80,6,1,
81,6,2,1.0
82,6,3,1.0
83,6,4,0.0
84,6,5,1.0
85,6,6,0.0
86,6,7,1.0
87,6,8,0.0
88,6,9,1.0
89,6,10,0.0
90,6,11,
91,6,12,0.0
92,6,13,1.0
93,6,14,1.0
94,6,15,1.0
95,6,16,1.0
96,7,1,
97,7,2,
98,7,3,
99,7,4,
100,7,5,
101,7,6,1.0
102,7,7,
103,7,8,1.0
104,7,9,1.0
105,7,10,
106,7,11,1.0
107,7,12,1.0
108,7,13,1.0
109,7,14,1.0
110,7,15,1.0
111,7,16,1.0
112,8,1,
113,8,2,1.0
114,8,3,1.0
115,8,4,0.0
116,8,5,1.0
117,8,6,0.0
118,8,7,1.0
119,8,8,0.0
120,8,9,1.0
121,8,10,0.0
122,8,11,1.0
123,8,12,0.0
124,8,13,1.0
125,8,14,1.0
126,8,15,1.0
127,8,16,1.0
128,9,1,1.0
129,9,2,
130,9,3,1.0
131,9,4,
132,9,5,1.0
133,9,6,1.0
134,9,7,1.0
135,9,8,
136,9,9,
137,9,10,
138,9,11,
139,9,12,1.0
140,9,13,1.0
141,9,14,
142,9,15,
143,9,16,1.0
144,10,1,1.0
