,destination_well,label
0,A1,1
1,A2,1
2,A3,0
3,A4,1
4,A5,0
5,A6,1
6,A7,0
7,A8,1
8,A9,0
9,A10,1
10,A11,0
11,A12,1
12,A13,0
13,A14,1
14,A15,0
15,A16,1
16,A17,0
17,A18,1
18,A19,0
19,A20,1
20,A21,0
21,A22,1
22,A23,0
23,A24,1
24,B1,0
25,B2,0
26,B3,0
27,B4,0
28,B5,0
29,B6,0
30,B7,0
31,B8,0
32,B9,0
33,B10,0
34,B11,0
35,B12,0
36,B13,0
37,B14,0
38,B15,0
39,B16,0
40,B17,0
41,B18,0
42,B19,0
43,B20,0
44,B21,0
45,B22,0
46,B23,0
47,B24,0
48,C1,0
49,C2,1
50,C3,0
51,C4,1
52,C5,0
53,C6,1
54,C7,0
55,C8,1
56,C9,0
57,C10,1
58,C11,0
59,C12,1
60,C13,0
61,C14,1
62,C15,0
63,C16,1
64,C17,0
65,C18,1
66,C19,0
67,C20,1
68,C21,0
69,C22,1
70,C23,0
71,C24,1
72,D1,0
73,D2,0
74,D3,0
75,D4,0
76,D5,0
77,D6,0
78,D7,0
79,D8,0
80,D9,0
81,D10,0
82,D11,0
83,D12,0
84,D13,0
85,D14,0
86,D15,0
87,D16,0
88,D17,0
89,D18,0
90,D19,0
91,D20,0
92,D21,0
93,D22,0
94,D23,0
95,D24,0
96,E1,0
97,E2,1
98,E3,0
99,E4,1
100,E5,0
101,E6,1
102,E7,0
103,E8,1
104,E9,0
105,E10,1
106,E11,0
107,E12,1
108,E13,0
109,E14,1
110,E15,0
111,E16,1
112,E17,0
113,E18,1
114,E19,0
115,E20,1
116,E21,0
117,E22,1
118,E23,0
119,E24,1
120,F1,0
121,F2,0
122,F3,0
123,F4,0
124,F5,0
125,F6,0
126,F7,0
127,F8,0
128,F9,0
129,F10,0
130,F11,0
131,F12,0
132,F13,0
133,F14,0
134,F15,0
135,F16,0
136,F17,0
137,F18,0
138,F19,0
139,F20,0
140,F21,0
141,F22,0
142,F23,0
143,F24,0
144,G1,0
145,G2,1
146,G3,0
147,G4,1
148,G5,0
149,G6,1
150,G7,0
151,G8,1
152,G9,0
153,G10,1
154,G11,0
155,G12,1
156,G13,0
157,G14,1
158,G15,0
159,G16,1
160,G17,0
161,G18,1
162,G19,0
163,G20,1
164,G21,0
165,G22,1
166,G23,0
167,G24,1
168,H1,0
169,H2,0
170,H3,0
171,H4,0
172,H5,0
173,H6,0
174,H7,0
175,H8,0
176,H9,0
177,H10,0
178,H11,0
179,H12,0
180,H13,0
181,H14,0
182,H15,0
183,H16,0
184,H17,0
185,H18,0
186,H19,0
187,H20,0
188,H21,0
189,H22,0
190,H23,0
191,H24,0
192,I1,0
193,I2,1
194,I3,0
195,I4,1
196,I5,0
197,I6,1
198,I7,0
199,I8,1
200,I9,0
201,I10,1
202,I11,0
203,I12,1
204,I13,0
205,I14,1
206,I15,0
207,I16,1
208,I17,0
209,I18,1
210,I19,0
211,I20,1
212,I21,0
213,I22,1
214,I23,0
215,I24,1
216,J1,0
217,J2,0
218,J3,0
219,J4,0
220,J5,0
221,J6,0
222,J7,0
223,J8,0
224,J9,0
225,J10,0
226,J11,0
227,J12,0
228,J13,0
229,J14,0
230,J15,0
231,J16,0
232,J17,0
233,J18,0
234,J19,0
235,J20,0
236,J21,0
237,J22,0
238,J23,0
239,J24,0
240,K1,0
241,K2,1
242,K3,0
243,K4,1
244,K5,0
245,K6,1
246,K7,0
247,K8,1
248,K9,0
249,K10,1
250,K11,0
251,K12,1
252,K13,0
253,K14,1
254,K15,0
255,K16,1
256,K17,0
257,K18,1
258,K19,0
259,K20,1
260,K21,0
261,K22,1
262,K23,0
263,K24,1
264,L1,0
265,L2,0
266,L3,0
267,L4,0
268,L5,0
269,L6,0
270,L7,0
271,L8,0
272,L9,0
273,L10,0
274,L11,0
275,L12,0
276,L13,0
277,L14,0
278,L15,0
279,L16,0
280,L17,0
281,L18,0
282,L19,0
283,L20,0
284,L21,0
285,L22,0
286,L23,0
287,L24,0
288,M1,0
289,M2,1
290,M3,0
291,M4,1
292,M5,0
293,M6,1
294,M7,0
295,M8,1
296,M9,0
297,M10,1
298,M11,0
299,M12,1
300,M13,0
301,M14,1
302,M15,0
303,M16,1
304,M17,0
305,M18,1
306,M19,0
307,M20,1
308,M21,0
309,M22,1
310,M23,0
311,M24,1
312,N1,0
313,N2,0
314,N3,0
315,N4,0
316,N5,0
317,N6,0
318,N7,0
319,N8,0
320,N9,0
321,N10,0
322,N11,0
323,N12,0
324,N13,0
325,N14,0
326,N15,0
327,N16,0
328,N17,0
329,N18,0
330,N19,0
331,N20,0
332,N21,0
333,N22,0
334,N23,0
335,N24,0
336,O1,0
337,O2,1
338,O3,0
339,O4,1
340,O5,0
341,O6,0
342,O7,0
343,O8,0
344,O9,0
345,O10,0
346,O11,0
347,O12,0
348,O13,0
349,O14,0
350,O15,0
351,O16,0
352,O17,0
353,O18,0
354,O19,0
355,O20,0
356,O21,0
357,O22,0
358,O23,0
359,O24,0
360,P1,0
361,P2,0
362,P3,0
363,P4,0
364,P5,0
365,P6,0
366,P7,0
367,P8,0
368,P9,0
369,P10,0
370,P11,0
371,P12,0
372,P13,0
373,P14,0
374,P15,0
375,P16,0
376,P17,0
377,P18,0
378,P19,0
379,P20,0
380,P21,0
381,P22,0
382,P23,0
383,P24,0
